ATS4pe,AATS3Z,AATS3se,AATSC0s,BCUTd-1l,BCUTse-1h,AETA_eta_L,IC1,BIC1,PEOE_VSA3,MID_N,SLogP,TopoPSA,MaxPartialCharge,fr_lactone,sp_p
166.3045,15.06896552,7.532087448,1.428819444,0.992524757,3.668008193,0.188489243,2.702819531,0.636267809,0.0,0.0,1.70062,20.23,0.117979619,0,4.9
72.6,4.904761905,7.657014857,1.885802469,0.9839941,3.667576161,0.356348323,1.78067213,0.51472968,0.0,0.0,0.3871,20.23,0.048347612,0,6.1
724.051,7.765957447,7.120415915,1.097241274,0.972879848,3.713677391,0.416446486,2.043985263,0.353547498,0.0,0.0,6.1085,37.3,0.302839557,0,3.1
180.5317,20.93103448,8.015485517,3.817708333,0.972962659,3.713806339,0.167026152,2.75,0.636290086,4.794537184,0.0,1.0904,57.53,0.338969087,0,12.43
273.5355,8.333333333,7.358995583,1.570707071,0.97280568,3.701427351,0.360437684,1.945660305,0.436302307,0.0,0.0,2.0116,17.07,0.129350085,0,5.7
346.032,18.57894737,7.860979789,2.302469136,0.977232224,3.716827862,0.234104969,2.866247897,0.558800887,9.589074368,0.0,2.04,52.6,0.338495873,0,9.6
157.5045,20.26666667,7.616926133,1.402983628,0.987868824,3.667361217,0.208532377,2.875,0.676800626,0.0,0.0,1.8323,20.23,0.068138636,0,6.4
186.4315,11.28205128,7.286653333,1.251615882,0.987942361,3.667337054,0.234598358,2.604807464,0.584111987,0.0,0.0,1.2214,20.23,0.047094487,0,4.3
452.996,10.15789474,7.299845632,1.281756964,0.957135329,3.713924036,0.361177772,2.49161364,0.489755644,4.794537184,0.0,2.932,26.3,0.329648041,0,4.7
0.0,167.2222222,13.96125,10.49921589,0.986765147,4.021301963,0.277466973,1.811278124,0.645190286,0.0,0.0,2.9189,0.0,0.382975648,0,1.6
29.04,4.538461538,7.507229538,0.573333333,0.993931625,3.678254754,0.355675725,1.770950594,0.53310925,0.0,0.0,0.4051,12.53,0.078142401,0,8.6
268.3066,27.86111111,8.666288222,3.705293937,0.977214673,3.709325302,0.179449318,3.681880803,0.803034006,4.794537184,8.152396861,-1.3445,103.77,0.329319249,0,11.3
1425.8116,15.50819672,7.480112699,1.981873278,0.977153587,3.703839636,0.378105142,2.896875621,0.488451175,0.0,0.0,2.8108,74.6,0.18962736,0,4.6
0.0,7.0,8.278848,3.145833333,0.902074617,3.35679934,0.151673192,1.79248125,0.638494704,0.0,1.603553391,0.52988,23.79,0.058714824,0,18.0
1669.1127,19.59793814,7.845051124,3.477772981,0.976938434,4.009887448,0.331432498,3.711269294,0.605498112,8.955463333,0.0,2.0127,151.17,0.469508245,0,4.7
1237.103,13.54166667,7.323329905,1.19010019,0.977885862,3.701450283,0.407872404,2.625401779,0.45620384,0.0,0.0,3.8792,37.3,0.15519729,0,3.6
1482.0236,16.11827957,7.563554946,2.286899004,0.977153559,3.703988666,0.368742298,3.055823928,0.513221897,0.0,0.0,1.7816,94.83,0.189629163,0,4.9
1410.9856,16.76704545,7.582323114,2.355150225,0.977152328,3.704007465,0.352019708,3.32660888,0.560909831,0.0,0.0,1.5576,94.83,0.189629163,0,5.1
1452.754,14.71808511,7.444714638,1.430323041,0.972775292,3.702013133,0.396522854,2.786888648,0.469905931,0.0,0.0,3.6302,57.53,0.161345322,0,3.6
157.7845,13.86206897,7.526447862,1.428819444,0.993011351,3.667997186,0.188326089,2.702819531,0.636267809,0.0,0.0,1.70062,20.23,0.115339652,0,5.1
268.715,9.404255319,7.576404596,1.668767066,0.972806628,3.713983949,0.334435783,2.119085047,0.468454963,0.0,0.0,1.5956,26.3,0.302123037,0,3.1
164.4576,21.18518519,8.16591037,5.128888889,0.972954869,3.756812795,0.155280832,2.840223929,0.668614029,0.0,2.008580303,1.3004,63.37,0.272622151,0,11.9
560.9361,13.95652174,7.76785913,0.92611489,0.957288466,3.68049272,0.266055808,3.321973295,0.601418672,0.0,1.935881465,1.9891,50.72,0.161149345,0,4.8
56.028,9.428571429,7.689398857,3.045454545,0.957333958,3.713217579,0.256036572,2.404009757,0.694914663,0.0,0.0,0.1793,26.3,0.29256542,0,10.6
697.7864,22.73958333,7.95230275,2.62480824,0.97713187,3.735488282,0.227782602,3.708228501,0.653728921,9.589074368,0.0,2.5208,96.97,0.343065355,0,5.57
1342.644,14.11111111,7.353002844,1.653454123,0.977148701,3.70337556,0.387825085,2.775802311,0.469926142,0.0,0.0,3.6959,54.37,0.161295863,0,4.2
315.1751,26.43478261,8.233283478,1.68359375,0.977685655,3.735285229,0.185146172,3.204986856,0.640997371,4.794537184,0.0,2.5478,52.58,0.335825578,0,6.6
1008.495,13.84722222,7.334901417,1.084348456,0.992983496,3.669181787,0.356276397,3.008748931,0.53310163,0.0,0.0,3.6092,40.46,0.115370618,0,3.0
864.58,6.643274854,6.972927836,0.073361082,0.98714361,2.959519841,0.495710678,1.058454669,0.178469322,0.0,0.0,8.048,0.0,-0.053305973,0,0.0
2936.8067,15.95052083,7.829147615,1.649801097,0.977685024,3.716726719,0.371753176,2.876070142,0.410867163,4.794537184,0.0,2.2181,203.06,0.330661014,1,3.69
74.5604,11.42857143,7.585989048,1.830351435,0.9872569,3.667335715,0.386655522,2.29248125,0.662675694,0.0,0.0,0.6076,20.23,0.044188991,0,5.7
582.3591,66.66666667,13.329816,9.646502836,0.98712723,4.043513217,0.240031797,1.149229762,0.257707677,0.0,0.0,5.2875,0.0,0.459647295,0,0.0
479.455,8.096774194,7.030557419,0.051587302,1.833418533,2.982310079,0.49663265,1.198117421,0.246628676,0.0,0.0,3.3668,0.0,-0.038584578,0,0.0
302.186,7.838709677,7.268216452,2.096318212,0.972890437,3.713642909,0.387182293,1.999939741,0.425479287,0.0,0.0,2.4315,37.3,0.302839557,0,3.3
137.3257,18.52,7.86897104,2.40691358,0.973020142,3.702069698,0.162100824,3.106890596,0.731389739,0.0,3.693832648,0.1805,55.98,0.24976195,0,13.1
260.5555,6.456140351,7.08496807,1.005208333,0.987143501,3.667331842,0.446994675,1.659420859,0.366839423,0.0,0.0,1.9491,20.23,0.043052407,0,3.5
427.4415,9.378378378,7.363959189,1.250759549,0.972819893,3.713997044,0.382968178,1.986294941,0.397258988,0.0,0.0,2.7659,26.3,0.302133028,0,2.9
223.8435,31.5,8.276382,2.55983546,0.983926771,3.724183616,0.250351361,1.849868723,0.452571386,4.565048285,0.0,1.0337,54.57,0.47346725,0,15.9
109.9905,13.0,7.603674,0.801775148,0.9872569,3.689326672,0.262826283,1.546593564,0.431411365,0.0,0.0,0.2367,18.46,0.145448324,0,1.8
81.9625,8.5,7.090016333,0.143752477,0.9872569,3.038038402,0.541041602,1.425605199,0.374434543,0.0,0.0,1.7594,25.3,-0.009612264,0,3.1
279.1925,6.583333333,6.999857933,0.079113127,0.993923622,2.962313983,0.484835264,1.301240785,0.296253813,0.0,0.0,2.5866,0.0,-0.044280076,0,0.0
65.472,5.380952381,7.257577333,1.201388889,0.986001079,3.227312113,0.330940108,1.918295834,0.554511852,0.0,3.310660172,-1.0962,52.04,0.004613277,0,8.8
165.368,15.10344828,7.534526897,0.928819444,0.992524757,3.23857539,0.168074244,2.25,0.529670055,0.0,3.489139696,0.851,52.04,0.054727625,0,0.8
724.4752,13.91056911,7.554418472,1.238617686,0.977940221,3.7016485,0.260310078,3.295465679,0.557901933,0.0,1.959488667,3.2414,58.56,0.16642695,0,3.3
479.455,8.096774194,7.030557419,0.051587302,1.833418533,2.982310079,0.49663265,1.198117421,0.246628676,0.0,0.0,3.3668,0.0,-0.038584578,0,0.0
40.5216,25.9,7.8607388,0.150816365,0.987172476,3.494142517,0.325837426,2.725480557,0.859793388,0.0,0.0,1.9777,0.0,0.041508787,0,8.2
926.435,14.48148148,7.358256444,1.362784234,0.977937714,3.701452998,0.337419521,3.04545016,0.542405618,0.0,0.0,3.8174,37.3,0.138555679,0,4.0
220.0105,11.88888889,7.945261111,0.695652174,0.987143621,3.681690233,0.306929994,1.564524721,0.350835006,0.0,0.0,0.2958,27.69,0.070097235,0,6.1
269.6985,8.208333333,7.157094833,1.14978584,0.9872569,3.667336011,0.431070791,1.911092835,0.442185245,0.0,0.0,1.4149,20.23,0.045856075,0,4.3
644.9861,17.16190476,7.624908686,1.567453879,0.977338752,3.704386043,0.245088109,2.812015212,0.490931261,10.01782505,4.547463467,3.7878,40.62,0.258374977,0,12.5
127.3705,9.066666667,7.494378667,2.069010417,0.977379347,3.701327214,0.353314005,1.673794941,0.418448735,0.0,0.0,1.3755,17.07,0.131861522,0,7.6
81.9185,17.53846154,8.123814769,2.853973765,0.957155271,3.714406933,0.197701718,2.79248125,0.754634979,4.794537184,0.0,0.3454,26.3,0.329362027,0,6.7
118.008,11.25,7.4821635,2.638888889,0.957313837,3.701313935,0.203559561,2.125814584,0.592980982,0.0,1.925811982,-0.2956,20.31,0.208684718,0,13.7
195.0996,39.19047619,11.274368,10.71392747,0.987165684,4.034211771,0.23912747,2.125814584,0.614498223,0.0,0.0,1.4719,20.23,0.422901126,0,4.5
60.698,9.764705882,8.012054118,4.266758494,0.972632812,3.71362773,0.274364586,2.404009757,0.694914663,0.0,0.0,0.481,37.3,0.302558437,0,5.3
766.0175,8.215277778,7.127202361,0.755429021,0.977616105,3.714428857,0.411429892,1.977058928,0.337498351,0.0,0.0,6.1969,26.3,0.305001839,0,3.9
193.0875,12.06060606,7.183142667,0.216735254,0.993011351,3.063960773,0.21330946,2.197159723,0.500227901,0.0,0.0,2.30344,0.0,-0.039764605,0,0.9
184.4545,7.285714286,7.315730667,0.836875,0.987144715,3.240733992,0.339565385,2.041446071,0.480574601,0.0,5.328046084,-1.5066,64.07,0.007498861,0,13.3
271.4995,8.596491228,7.518799509,0.443877551,0.987143609,3.678477476,0.38793455,1.62668885,0.342108798,0.0,0.0,1.8396,18.46,0.069993458,0,4.9
39.1236,9.6,7.731221333,3.7125,0.911039987,3.667334991,0.24468173,2.521928095,0.729000707,0.0,1.681218434,-0.10762,44.02,0.064536635,0,18.8
126.212,13.92,8.4786952,5.792517007,0.971453036,3.71620055,0.228679038,2.521640636,0.645434157,0.0,0.0,-0.0642,74.6,0.303432489,0,6.7
86.8585,19.83333333,8.192001833,0.379487206,0.987144715,3.675913229,0.375815942,1.906890596,0.500843928,0.0,0.0,1.4806,9.23,0.060185258,0,9.0
603.6606,30.8,8.192072347,3.070470274,0.971367205,3.768349959,0.209898536,4.138830127,0.745119079,13.40177551,6.148203877,2.10752,136.22,0.264599303,0,13.2
308.858,6.545454545,7.071637576,0.903978052,0.987143621,3.667333628,0.452884155,1.606863676,0.341853906,0.0,0.0,2.3392,20.23,0.043052407,0,3.2
123.2736,16.24,7.97961072,2.721088435,0.993011351,3.669737481,0.163342718,2.235926351,0.547020594,0.0,0.0,1.0978,40.46,0.118763674,0,8.4
575.2732,13.34042553,7.639958979,0.830192125,0.988605886,3.677218167,0.26246971,3.576961437,0.655189347,0.0,3.973083345,0.8794,61.86,0.136534429,0,3.3
45.408,10.33333333,8.2066512,6.369166667,0.972632812,3.756656644,0.236490988,2.160964047,0.650514998,0.0,1.925811982,0.283,43.14,0.200646088,0,15.5
19.36,7.5,8.875008,4.298611111,0.968068449,3.70271642,0.168469752,1.75,0.583333333,4.794537184,3.244016936,-0.9762,69.11,0.309056401,0,18.7
227.537,15.22857143,7.504017143,1.25023084,0.992520766,3.6679997,0.206751518,2.720582776,0.610073886,0.0,0.0,2.00904,20.23,0.115359366,0,4.2
